,Node,Network,Group,Network type,Conserved fraction,Prevalence of conserved fraction,Centrality,Upper limit,Lower limit,Values
371,208293,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
372,133533,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
373,211848,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
374,112867,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
375,4402520,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
376,4411,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.7155172413793104), ('arctic_genus_spiec.graphml', 0.8793103448275862)]"
377,607006,Random,anuran,Random networks,,,Degree,0.9678061365610366,0.420124897921722,"[('arctic_genus_flash.graphml', 0.7155172413793104), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
378,3431064,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
379,148890,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.02586206896551724), ('arctic_genus_spiec.graphml', 0.8793103448275862)]"
380,1088618,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.8793103448275862)]"
381,524203,Random,anuran,Random networks,,,Degree,0.9678061365610366,0.420124897921722,"[('arctic_genus_flash.graphml', 0.7155172413793104), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
382,3174304,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.7155172413793104), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
383,512006,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.9482758620689655), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
384,2300392,Random,anuran,Random networks,,,Degree,0.7274493625032459,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
385,216805,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.9913793103448276), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
386,570344,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.8793103448275862)]"
387,733712,Random,anuran,Random networks,,,Degree,1,0.8141439042702747,"[('arctic_genus_flash.graphml', 0.9913793103448276), ('arctic_genus_spiec.graphml', 0.9655172413793104)]"
388,814176,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
389,1128503,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
390,103285,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.9482758620689655), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
391,223583,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.8793103448275862)]"
392,250050,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
393,1101315,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.9655172413793104)]"
394,566080,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.8793103448275862)]"
395,113212,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
396,222087,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.8706896551724138), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
397,231965,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
398,845780,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.8706896551724138), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
399,766178,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.7155172413793104), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
400,334186,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
401,4409769,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.7155172413793104), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
402,742260,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.7155172413793104), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
403,1136344,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.8706896551724138), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
404,968085,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.7155172413793104), ('arctic_genus_spiec.graphml', 0.33620689655172414)]"
405,1129210,Random,anuran,Random networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
406,4330207,Random,anuran,Random networks,,,Closeness,0.299191420141656,0.08011892468593015,"[('arctic_genus_flash.graphml', 0.1810344827586207), ('arctic_genus_spiec.graphml', 0.19827586206896552)]"
407,112795,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.7931034482758621), ('arctic_genus_spiec.graphml', 0.9310344827586207)]"
408,214584,Random,anuran,Random networks,,,Closeness,1,0.27863860936254814,"[('arctic_genus_flash.graphml', 0.7327586206896551), ('arctic_genus_spiec.graphml', 0.8103448275862069)]"
409,279074,Random,anuran,Random networks,,,Closeness,1,0.3057670372227542,"[('arctic_genus_flash.graphml', 0.8103448275862069), ('arctic_genus_spiec.graphml', 0.896551724137931)]"
410,160908,Random,anuran,Random networks,,,Closeness,0.701831116145381,0.26368612523392926,"[('arctic_genus_flash.graphml', 0.46551724137931033), ('arctic_genus_spiec.graphml', 0.5)]"
411,279138,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.6982758620689655), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
412,545290,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.06896551724137931), ('arctic_genus_spiec.graphml', 0.603448275862069)]"
413,1126251,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.12931034482758622), ('arctic_genus_spiec.graphml', 1.0)]"
414,206565,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.21551724137931033), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
415,209662,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.02586206896551724), ('arctic_genus_spiec.graphml', 0.45689655172413796)]"
416,1142733,Random,anuran,Random networks,,,Closeness,0.6574613089748295,0.10978007033551529,"[('arctic_genus_flash.graphml', 0.4051724137931034), ('arctic_genus_spiec.graphml', 0.3620689655172414)]"
417,544990,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.05172413793103448), ('arctic_genus_spiec.graphml', 0.19827586206896552)]"
418,1133738,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.3103448275862069), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
419,222768,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.43103448275862066), ('arctic_genus_spiec.graphml', 0.3017241379310345)]"
420,4382894,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.25862068965517243), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
421,257891,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.5086206896551724), ('arctic_genus_spiec.graphml', 0.19827586206896552)]"
422,4424785,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.4051724137931034), ('arctic_genus_spiec.graphml', 0.3017241379310345)]"
423,161623,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.09482758620689655), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
424,4465309,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.6982758620689655), ('arctic_genus_spiec.graphml', 0.8362068965517241)]"
425,0,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.3620689655172414), ('arctic_genus_spiec.graphml', 0.5172413793103449)]"
426,276290,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.8620689655172413), ('arctic_genus_spiec.graphml', 0.3448275862068966)]"
427,206038,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.5775862068965517)]"
428,1011380,Random,anuran,Random networks,,,Closeness,0.7890605489841421,0,"[('arctic_genus_flash.graphml', 0.28448275862068967), ('arctic_genus_spiec.graphml', 0.19827586206896552)]"
429,208293,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.5862068965517241), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
430,133533,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.4482758620689655), ('arctic_genus_spiec.graphml', 0.646551724137931)]"
431,211848,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.12931034482758622), ('arctic_genus_spiec.graphml', 0.7758620689655172)]"
432,112867,Random,anuran,Random networks,,,Closeness,1,0.12726527225351247,"[('arctic_genus_flash.graphml', 0.7327586206896551), ('arctic_genus_spiec.graphml', 0.8362068965517241)]"
433,4402520,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.5517241379310345), ('arctic_genus_spiec.graphml', 0.7327586206896551)]"
434,4411,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.896551724137931), ('arctic_genus_spiec.graphml', 0.6896551724137931)]"
435,607006,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.6206896551724138), ('arctic_genus_spiec.graphml', 0.8706896551724138)]"
436,3431064,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.3793103448275862), ('arctic_genus_spiec.graphml', 0.4827586206896552)]"
437,148890,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.02586206896551724), ('arctic_genus_spiec.graphml', 0.7068965517241379)]"
438,1088618,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.7758620689655172), ('arctic_genus_spiec.graphml', 0.5775862068965517)]"
439,524203,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.7586206896551724), ('arctic_genus_spiec.graphml', 0.6206896551724138)]"
440,3174304,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.8448275862068966), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
441,512006,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.9655172413793104), ('arctic_genus_spiec.graphml', 0.646551724137931)]"
442,2300392,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.21551724137931033), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
443,216805,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 1.0), ('arctic_genus_spiec.graphml', 0.19827586206896552)]"
444,570344,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.5862068965517241), ('arctic_genus_spiec.graphml', 0.9137931034482759)]"
445,733712,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.9827586206896551), ('arctic_genus_spiec.graphml', 0.5517241379310345)]"
446,814176,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.3275862068965517), ('arctic_genus_spiec.graphml', 0.5344827586206896)]"
447,1128503,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.8275862068965517), ('arctic_genus_spiec.graphml', 0.9827586206896551)]"
448,103285,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.9396551724137931), ('arctic_genus_spiec.graphml', 0.39655172413793105)]"
449,223583,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.1810344827586207), ('arctic_genus_spiec.graphml', 0.7758620689655172)]"
450,250050,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.09482758620689655), ('arctic_genus_spiec.graphml', 0.6724137931034483)]"
451,1101315,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.2413793103448276), ('arctic_genus_spiec.graphml', 0.9568965517241379)]"
452,566080,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.5862068965517241), ('arctic_genus_spiec.graphml', 0.9568965517241379)]"
453,113212,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.28448275862068967), ('arctic_genus_spiec.graphml', 0.8706896551724138)]"
454,222087,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.9396551724137931), ('arctic_genus_spiec.graphml', 0.19827586206896552)]"
455,231965,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.6637931034482759), ('arctic_genus_spiec.graphml', 0.3793103448275862)]"
456,845780,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.3448275862068966), ('arctic_genus_spiec.graphml', 0.7327586206896551)]"
457,766178,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.6379310344827587), ('arctic_genus_spiec.graphml', 0.7758620689655172)]"
458,334186,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.5344827586206896), ('arctic_genus_spiec.graphml', 0.4224137931034483)]"
459,4409769,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.896551724137931), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
460,742260,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.896551724137931), ('arctic_genus_spiec.graphml', 0.4224137931034483)]"
461,1136344,Random,anuran,Random networks,,,Closeness,0.6341319577986908,0.3055232146151023,"[('arctic_genus_flash.graphml', 0.4827586206896552), ('arctic_genus_spiec.graphml', 0.45689655172413796)]"
462,968085,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.6637931034482759), ('arctic_genus_spiec.graphml', 0.3275862068965517)]"
463,1129210,Random,anuran,Random networks,,,Closeness,1,0,"[('arctic_genus_flash.graphml', 0.5086206896551724), ('arctic_genus_spiec.graphml', 0.07758620689655173)]"
464,4330207,Random,anuran,Random networks,,,Betweenness,0.9231925067828328,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
465,112795,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.3793103448275862), ('arctic_genus_spiec.graphml', 0.8793103448275862)]"
466,214584,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.896551724137931), ('arctic_genus_spiec.graphml', 0.5689655172413793)]"
467,279074,Random,anuran,Random networks,,,Betweenness,1,0.10140320328799524,"[('arctic_genus_flash.graphml', 0.8103448275862069), ('arctic_genus_spiec.graphml', 0.7068965517241379)]"
468,160908,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.3103448275862069), ('arctic_genus_spiec.graphml', 0.6293103448275862)]"
469,279138,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.7241379310344828), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
470,545290,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.47413793103448276), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
471,1126251,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 1.0)]"
472,206565,Random,anuran,Random networks,,,Betweenness,0.9231925067828328,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
473,209662,Random,anuran,Random networks,,,Betweenness,0.9231925067828328,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
474,1142733,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.6293103448275862)]"
475,544990,Random,anuran,Random networks,,,Betweenness,0.9231925067828328,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
476,1133738,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.7758620689655172), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
477,222768,Random,anuran,Random networks,,,Betweenness,0.6944767853848977,0.36586804220130914,"[('arctic_genus_flash.graphml', 0.5172413793103449), ('arctic_genus_spiec.graphml', 0.5431034482758621)]"
478,4382894,Random,anuran,Random networks,,,Betweenness,0.917104534917039,0,"[('arctic_genus_flash.graphml', 0.3620689655172414), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
479,257891,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.4482758620689655), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
480,4424785,Random,anuran,Random networks,,,Betweenness,0.720338854350415,0.3917301111668265,"[('arctic_genus_flash.graphml', 0.5689655172413793), ('arctic_genus_spiec.graphml', 0.5431034482758621)]"
481,161623,Random,anuran,Random networks,,,Betweenness,0.9231925067828328,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
482,4465309,Random,anuran,Random networks,,,Betweenness,0.886664675588069,0.7771284278602067,"[('arctic_genus_flash.graphml', 0.8275862068965517), ('arctic_genus_spiec.graphml', 0.8362068965517241)]"
483,0,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.5862068965517241), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
484,276290,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.9655172413793104), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
485,206038,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.39655172413793105), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
486,1011380,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.603448275862069), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
487,208293,Random,anuran,Random networks,,,Betweenness,0.9231925067828328,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
488,133533,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.5), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
489,211848,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.7931034482758621)]"
490,112867,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.43103448275862066), ('arctic_genus_spiec.graphml', 0.9310344827586207)]"
491,4402520,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.3275862068965517), ('arctic_genus_spiec.graphml', 0.6293103448275862)]"
492,4411,Random,anuran,Random networks,,,Betweenness,1,0.44116535391613454,"[('arctic_genus_flash.graphml', 0.8448275862068966), ('arctic_genus_spiec.graphml', 0.9137931034482759)]"
493,607006,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.6551724137931034), ('arctic_genus_spiec.graphml', 0.7672413793103449)]"
494,3431064,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.5517241379310345), ('arctic_genus_spiec.graphml', 0.7327586206896551)]"
495,148890,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.8620689655172413)]"
496,1088618,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.41379310344827586), ('arctic_genus_spiec.graphml', 0.8103448275862069)]"
497,524203,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.8620689655172413), ('arctic_genus_spiec.graphml', 0.7327586206896551)]"
498,3174304,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.6379310344827587), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
499,512006,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.9310344827586207), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
500,2300392,Random,anuran,Random networks,,,Betweenness,0.9231925067828328,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
501,216805,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 1.0), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
502,570344,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.9827586206896551)]"
503,733712,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.9827586206896551), ('arctic_genus_spiec.graphml', 0.8362068965517241)]"
504,814176,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.6293103448275862)]"
505,1128503,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.5344827586206896), ('arctic_genus_spiec.graphml', 0.9655172413793104)]"
506,103285,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.8793103448275862), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
507,223583,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.6896551724137931)]"
508,250050,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.6293103448275862)]"
509,1101315,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.896551724137931)]"
510,566080,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.15517241379310345), ('arctic_genus_spiec.graphml', 0.9482758620689655)]"
511,113212,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.3448275862068966), ('arctic_genus_spiec.graphml', 0.7672413793103449)]"
512,222087,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.9137931034482759), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
513,231965,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.47413793103448276), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
514,845780,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.7586206896551724), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
515,766178,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.6724137931034483), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
516,334186,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.7413793103448276), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
517,4409769,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.9482758620689655), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
518,742260,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.7931034482758621), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
519,1136344,Random,anuran,Random networks,,,Betweenness,1,0.1751903335004792,"[('arctic_genus_flash.graphml', 0.7068965517241379), ('arctic_genus_spiec.graphml', 0.6293103448275862)]"
520,968085,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.6206896551724138), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
521,1129210,Random,anuran,Random networks,,,Betweenness,1,0,"[('arctic_genus_flash.graphml', 0.6896551724137931), ('arctic_genus_spiec.graphml', 0.2672413793103448)]"
522,4330207,Degree,anuran,Degree networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.7241379310344828), ('arctic_genus_spiec.graphml', 0.8879310344827587)]"
523,112795,Degree,anuran,Degree networks,,,Degree,0.3496491991780012,0.02104045599441262,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.19827586206896552)]"
524,214584,Degree,anuran,Degree networks,,,Degree,1,0.16910236163468506,"[('arctic_genus_flash.graphml', 0.7241379310344828), ('arctic_genus_spiec.graphml', 0.8189655172413793)]"
525,279074,Degree,anuran,Degree networks,,,Degree,0.8113673638732434,0.1541498775060669,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.5086206896551724)]"
526,160908,Degree,anuran,Degree networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.45689655172413796), ('arctic_genus_spiec.graphml', 0.19827586206896552)]"
527,279138,Degree,anuran,Degree networks,,,Degree,1,0.8227645939254471,"[('arctic_genus_flash.graphml', 1.0), ('arctic_genus_spiec.graphml', 0.9741379310344828)]"
528,545290,Degree,anuran,Degree networks,,,Degree,1,0,"[('arctic_genus_flash.graphml', 0.1724137931034483), ('arctic_genus_spiec.graphml', 0.6982758620689655)]"
529,1126251,Degree,anuran,Degree networks,,,Degree,1,0.619667118885377,"[('arctic_genus_flash.graphml', 0.9741379310344828), ('arctic_genus_spiec.graphml', 0.9224137931034483)]"
530,206565,Degree,anuran,Degree networks,,,Degree,0.8755112681435184,0.54690252495993,"[('arctic_genus_flash.graphml', 0.7241379310344828), ('arctic_genus_spiec.graphml', 0.6982758620689655)]"
