OTU 	X11815.JCK.10334.FecalFTA	X11815.PWW.3463.FecalFTA	X11815.PWW.3330.FecalFTA	X11815.PWW.3438.FecalFTA	X11815.PWW.3374.FecalFTA	X11815.PWW.3325.FecalFTA	X11815.PWW.3358.FecalFTA	X11815.PWW.3420.FecalFTA	X11815.PWW.3366.FecalFTA	X11815.PWW.3392.FecalFTA	X11815.JCK.10263.FecalFTA	X11815.JCK.10262.FecalFTA	X11815.JCK.10301.FecalFTA	X11815.PWW.3589.FecalFTA	X11815.PWW.3608.FecalFTA	X11815.JCK.10337.FecalFTA	X11815.PWW.3452.FecalFTA	X11815.PWW.3627.FecalFTA	X11815.JCK.10299.FecalFTA	X11815.JCK.10265.FecalFTA	X11815.JCK.10328.FecalFTA	X11815.JCK.10332.FecalFTA.1	X11815.JCK.10380.FecalFTA	X11815.JCK.10256.FecalFTA	X11815.JCK.10258.FecalFTA	X11815.PWW.3466.FecalFTA	X11815.JCK.10366.FecalFTA	X11815.JCK.10355.FecalFTA	X11815.PWW.3635.FecalFTA	X11815.JCK.10286.FecalFTA	X11815.JCK.10303.FecalFTA	X11815.JCK.10329.FecalFTA.1	X11815.JCK.10329.FecalFTA.2	X11815.JCK.10336.FecalFTA	X11815.JCK.10363.FecalFTA	X11815.JCK.10367.FecalFTA	X11815.JCK.10378.FecalFTA	X11815.JCK.10381.FecalFTA	X11815.JCK.10382.FecalFTA	X11815.JCK.10384.FecalFTA.1	X11815.JCK.10384.FecalFTA.2	X11815.JCK.10386.FecalFTA	X11815.PWW.3363.FecalFTA	X11815.PWW.3389.FecalFTA	X11815.PWW.3442.FecalFTA	X11815.PWW.3444.FecalFTA	X11815.PWW.3628.FecalFTA	X11815.PWW.3641.FecalFTA	X11815.BN.600.FecalFTA	X11815.BN.603.FecalFTA	X11815.BN.608.FecalFTA	X11815.BN.609.FecalFTA	X11815.BN.611.FecalFTA	X11815.BN.612.FecalFTA	X11815.BN.613.FecalFTA	X11815.BN.614.FecalFTA	X11815.BN.615.FecalFTA	X11815.JCK.10255.FecalFTA	X11815.JCK.10257.FecalFTA	X11815.JCK.10264.FecalFTA	X11815.JCK.10291.FecalFTA.1	X11815.JCK.10291.FecalFTA.2	X11815.JCK.10298.FecalFTA.1	X11815.JCK.10298.FecalFTA.2	X11815.JCK.10300.FecalFTA	X11815.JCK.10302.FecalFTA.1	X11815.JCK.10304.FecalFTA	X11815.JCK.10305.FecalFTA	X11815.JCK.10330.FecalFTA	X11815.JCK.10332.FecalFTA.2	X11815.JCK.10335.FecalFTA	X11815.JCK.10338.FecalFTA	X11815.JCK.10339.FecalFTA	X11815.JCK.10357.FecalFTA	X11815.JCK.10358.FecalFTA	X11815.JCK.10359.FecalFTA	X11815.JCK.10360.FecalFTA	X11815.JCK.10361.FecalFTA	X11815.JCK.10362.FecalFTA	X11815.JCK.10364.FecalFTA	X11815.JCK.10365.FecalFTA	X11815.JCK.10368.FecalFTA	X11815.JCK.10369.FecalFTA	X11815.JCK.10376.FecalFTA	X11815.JCK.10377.FecalFTA	X11815.JCK.10379.FecalFTA	X11815.JCK.10383.FecalFTA	X11815.JCK.10385.FecalFTA	X11815.JCK.10399.FecalFTA	X11815.JCK.10402.FecalFTA	X11815.JCK.10403.FecalFTA.2	X11815.JCK.10404.FecalFTA	X11815.JCK.10405.FecalFTA	X11815.JCK.10406.FecalFTA	X11815.JCK.10407.FecalFTA	X11815.JCK.10408.FecalFTA	X11815.JCK.10409.FecalFTA	X11815.PWW.3332.FecalFTA	X11815.PWW.3333.FecalFTA	X11815.PWW.3339.FecalFTA	X11815.PWW.3344.FecalFTA	X11815.PWW.3348.FecalFTA	X11815.PWW.3353.FecalFTA	X11815.PWW.3359.FecalFTA	X11815.PWW.3360.FecalFTA.1	X11815.PWW.3360.FecalFTA.2	X11815.PWW.3361.FecalFTA	X11815.PWW.3362.FecalFTA	X11815.PWW.3365.FecalFTA	X11815.PWW.3367.FecalFTA	X11815.PWW.3368.FecalFTA	X11815.PWW.3370.FecalFTA	X11815.PWW.3372.FecalFTA	X11815.PWW.3375.FecalFTA	X11815.PWW.3382.FecalFTA	X11815.PWW.3391.FecalFTA	X11815.PWW.3398.FecalFTA	X11815.PWW.3399.FecalFTA	X11815.PWW.3401.FecalFTA	X11815.PWW.3402.FecalFTA	X11815.PWW.3405.FecalFTA	X11815.PWW.3409.FecalFTA	X11815.PWW.3413.FecalFTA.1	X11815.PWW.3417.FecalFTA	X11815.PWW.3423.FecalFTA	X11815.PWW.3426.FecalFTA	X11815.PWW.3427.FecalFTA	X11815.PWW.3428.FecalFTA	X11815.PWW.3437.FecalFTA	X11815.PWW.3439.FecalFTA	X11815.PWW.3450.FecalFTA.2	X11815.PWW.3453.FecalFTA	X11815.PWW.3455.FecalFTA	X11815.PWW.3456.FecalFTA	X11815.PWW.3461.FecalFTA	X11815.PWW.3478.FecalFTA	X11815.PWW.3486.FecalFTA	X11815.PWW.3487.FecalFTA	X11815.PWW.3495.FecalFTA	X11815.PWW.3505.FecalFTA.1	X11815.PWW.3505.FecalFTA.2	X11815.PWW.3506.FecalFTA	X11815.PWW.3507.FecalFTA	X11815.PWW.3515.FecalFTA	X11815.PWW.3517.FecalFTA	X11815.PWW.3521.FecalFTA	X11815.PWW.3522.FecalFTA	X11815.PWW.3523.FecalFTA	X11815.PWW.3530.FecalFTA	X11815.PWW.3531.FecalFTA	X11815.PWW.3533.FecalFTA.1	X11815.PWW.3533.FecalFTA.2	X11815.PWW.3534.FecalFTA	X11815.PWW.3538.FecalFTA	X11815.PWW.3542.FecalFTA	X11815.PWW.3543.FecalFTA	X11815.PWW.3544.FecalFTA	X11815.PWW.3547.FecalFTA	X11815.PWW.3548.FecalFTA	X11815.PWW.3552.FecalFTA	X11815.PWW.3556.FecalFTA	X11815.PWW.3559.FecalFTA	X11815.PWW.3564.FecalFTA	X11815.PWW.3569.FecalFTA	X11815.PWW.3570.FecalFTA	X11815.PWW.3572.FecalFTA.2	X11815.PWW.3585.FecalFTA	X11815.PWW.3586.FecalFTA	X11815.PWW.3592.FecalFTA	X11815.PWW.3594.FecalFTA	X11815.PWW.3595.FecalFTA	X11815.PWW.3599.FecalFTA	X11815.PWW.3600.FecalFTA.2	X11815.PWW.3601.FecalFTA.1	X11815.PWW.3601.FecalFTA.2	X11815.PWW.3602.FecalFTA	X11815.PWW.3607.FecalFTA	X11815.PWW.3609.FecalFTA	X11815.PWW.3612.FecalFTA	X11815.PWW.3614.FecalFTA	X11815.PWW.3615.FecalFTA	X11815.PWW.3617.FecalFTA.2	X11815.PWW.3625.FecalFTA	X11815.PWW.3629.FecalFTA	X11815.PWW.3630.FecalFTA	X11815.PWW.3631.FecalFTA	X11815.PWW.3632.FecalFTA	X11815.PWW.3633.FecalFTA	X11815.PWW.3634.FecalFTA	X11815.PWW.3636.FecalFTA	X11815.PWW.3637.FecalFTA	X11815.PWW.3638.FecalFTA	X11815.PWW.3639.FecalFTA	X11815.PWW.3642.FecalFTA	X11815.BN.595.FecalFTA	X11815.BN.597.FecalFTA	X11815.PWW.3343.FecalFTA	X11815.BN.604.FecalFTA	X11815.BN.606.FecalFTA	X11815.PWW.3529.FecalFTA	X11815.PWW.3604.FecalFTA	X11815.PWW.3390.FecalFTA	X11815.PWW.3329.FecalFTA	X11815.PWW.3338.FecalFTA	X11815.PWW.3396.FecalFTA	X11815.PWW.3583.FecalFTA	X11815.PWW.3613.FecalFTA	X11815.PWW.3355.FecalFTA	X11815.PWW.3376.FecalFTA	X11815.PWW.3419.FecalFTA	X11815.PWW.3460.FecalFTA	X11815.PWW.3567.FecalFTA	X11815.JCK.10290.FecalFTA	X11815.PWW.3380.FecalFTA	X11815.PWW.3560.FecalFTA	X11815.PWW.3449.FecalFTA	X11815.PWW.3397.FecalFTA	X11815.JCK.10356.FecalFTA	X11815.PWW.3549.FecalFTA	X11815.PWW.3415.FecalFTA	X11815.PWW.3408.FecalFTA	X11815.PWW.3480.FecalFTA	X11815.PWW.3606.FecalFTA	X11815.PWW.3605.FecalFTA	X11815.PWW.3489.FecalFTA	X11815.PWW.3384.FecalFTA	X11815.PWW.3341.FecalFTA	X11815.PWW.3584.FecalFTA	X11815.PWW.3464.FecalFTA	X11815.BN.619.FecalFTA	X11815.PWW.3493.FecalFTA	X11815.PWW.3540.FecalFTA	X11815.PWW.3462.FecalFTA	X11815.PWW.3470.FecalFTA	X11815.JCK.10400.FecalFTA	X11815.JCK.10331.FecalFTA	X11815.PWW.3331.FecalFTA	X11815.PWW.3582.FecalFTA	X11815.PWW.3537.FecalFTA	X11815.PWW.3345.FecalFTA	X11815.PWW.3526.FecalFTA	X11815.PWW.3334.FecalFTA	X11815.PWW.3387.FecalFTA	X11815.PWW.3406.FecalFTA	X11815.PWW.3407.FecalFTA	X11815.PWW.3411.FecalFTA	X11815.PWW.3429.FecalFTA	X11815.PWW.3441.FecalFTA	X11815.PWW.3447.FecalFTA	X11815.PWW.3459.FecalFTA	X11815.PWW.3511.FecalFTA	X11815.PWW.3516.FecalFTA	X11815.PWW.3518.FecalFTA	X11815.PWW.3546.FecalFTA	X11815.PWW.3572.FecalFTA.1	X11815.PWW.3600.FecalFTA.1	X11815.PWW.3603.FecalFTA	X11815.BN.593.FecalFTA	X11815.BN.599.FecalFTA	X11815.PWW.3413.FecalFTA.2	X11815.PWW.3485.FecalFTA	X11815.BN.617.FecalFTA	X11815.PWW.3580.FecalFTA	X11815.PWW.3378.FecalFTA	X11815.PWW.3610.FecalFTA	X11815.PWW.3525.FecalFTA	X11815.PWW.3440.FecalFTA	X11815.PWW.3520.FecalFTA	X11815.JCK.10261.FecalFTA	X11815.JCK.10397.FecalFTA	X11815.PWW.3386.FecalFTA	X11815.PWW.3457.FecalFTA	X11815.PWW.3500.FecalFTA	X11815.PWW.3588.FecalFTA	X11815.PWW.3590.FecalFTA	X11815.PWW.3623.FecalFTA	X11815.PWW.3536.FecalFTA	X11815.PWW.3458.FecalFTA	X11815.PWW.3369.FecalFTA	X11815.PWW.3373.FecalFTA	X11815.PWW.3421.FecalFTA	X11815.PWW.3448.FecalFTA	X11815.PWW.3591.FecalFTA	X11815.PWW.3324.FecalFTA	X11815.PWW.3326.FecalFTA	X11815.PWW.3381.FecalFTA	X11815.PWW.3468.FecalFTA	X11815.PWW.3587.FecalFTA	X11815.PWW.3484.FecalFTA	X11815.PWW.3473.FecalFTA	X11815.PWW.3504.FecalFTA	X11815.PWW.3476.FecalFTA	X11815.PWW.3482.FecalFTA	X11815.PWW.3496.FecalFTA	X11815.PWW.3340.FecalFTA	X11815.PWW.3513.FecalFTA	X11815.PWW.3357.FecalFTA	X11815.JCK.10398.FecalFTA	X11815.PWW.3465.FecalFTA	X11815.PWW.3499.FecalFTA	X11815.PWW.3620.FecalFTA	X11815.PWW.3394.FecalFTA	X11815.PWW.3624.FecalFTA	X11815.PWW.3404.FecalFTA	X11815.JCK.10401.FecalFTA	X11815.PWW.3626.FecalFTA	X11815.BN.594.FecalFTA	X11815.BN.616.FecalFTA	X11815.JCK.10277.FecalFTA	X11815.JCK.10333.FecalFTA	X11815.PWW.3346.FecalFTA	X11815.PWW.3351.FecalFTA	X11815.PWW.3377.FecalFTA	X11815.PWW.3385.FecalFTA	X11815.PWW.3418.FecalFTA	X11815.PWW.3430.FecalFTA	X11815.PWW.3431.FecalFTA	X11815.PWW.3433.FecalFTA	X11815.PWW.3451.FecalFTA	X11815.PWW.3474.FecalFTA	X11815.PWW.3479.FecalFTA	X11815.PWW.3497.FecalFTA	X11815.PWW.3510.FecalFTA	X11815.PWW.3532.FecalFTA	X11815.PWW.3535.FecalFTA.1	X11815.PWW.3539.FecalFTA	X11815.PWW.3541.FecalFTA	X11815.PWW.3550.FecalFTA	X11815.PWW.3553.FecalFTA	X11815.PWW.3555.FecalFTA	X11815.PWW.3561.FecalFTA	X11815.PWW.3562.FecalFTA	X11815.PWW.3563.FecalFTA	X11815.PWW.3565.FecalFTA	X11815.PWW.3566.FecalFTA	X11815.PWW.3568.FecalFTA	X11815.PWW.3571.FecalFTA	X11815.PWW.3579.FecalFTA	X11815.PWW.3581.FecalFTA	X11815.PWW.3593.FecalFTA	X11815.PWW.3596.FecalFTA	X11815.PWW.3597.FecalFTA	X11815.PWW.3611.FecalFTA	X11815.PWW.3621.FecalFTA	X11815.BN.596.FecalFTA	X11815.BN.602.FecalFTA	X11815.PWW.3488.FecalFTA	X11815.PWW.3545.FecalFTA	X11815.PWW.3528.FecalFTA	X11815.PWW.3490.FecalFTA	X11815.PWW.3558.FecalFTA	X11815.PWW.3619.FecalFTA	X11815.PWW.3335.FecalFTA	X11815.PWW.3403.FecalFTA	X11815.PWW.3477.FecalFTA	X11815.PWW.3491.FecalFTA	X11815.PWW.3508.FecalFTA	X11815.PWW.3618.FecalFTA	X11815.PWW.3617.FecalFTA.1	X11815.PWW.3395.FecalFTA	X11815.PWW.3422.FecalFTA	X11815.PWW.3414.FecalFTA	X11815.PWW.3483.FecalFTA	X11815.PWW.3354.FecalFTA	X11815.PWW.3471.FecalFTA	X11815.JCK.10396.FecalFTA	X11815.PWW.3336.FecalFTA	X11815.PWW.3622.FecalFTA	X11815.BN.598.FecalFTA	X11815.BN.620.FecalFTA	X11815.PWW.3337.FecalFTA	X11815.PWW.3535.FecalFTA.2	X11815.PWW.3328.FecalFTA	X11815.PWW.3383.FecalFTA	X11815.PWW.3342.FecalFTA	X11815.JCK.10259.FecalFTA	X11815.PWW.3379.FecalFTA	X11815.PWW.3347.FecalFTA	X11815.PWW.3481.FecalFTA.1	X11815.PWW.3481.FecalFTA.2	X11815.PWW.3498.FecalFTA	X11815.PWW.3509.FecalFTA	X11815.PWW.3578.FecalFTA	X11815.PWW.3512.FecalFTA	X11815.PWW.3524.FecalFTA	X11815.PWW.3467.FecalFTA	X11815.PWW.3494.FecalFTA	X11815.PWW.3501.FecalFTA	X11815.PWW.3503.FecalFTA	X11815.JCK.10254.FecalFTA	X11815.PWW.3616.FecalFTA	X11815.PWW.3502.FecalFTA	X11815.PWW.3416.FecalFTA	X11815.PWW.3557.FecalFTA	X11815.PWW.3450.FecalFTA.1	X11815.PWW.3454.FecalFTA	X11815.PWW.3469.FecalFTA	X11815.PWW.3393.FecalFTA	X11815.PWW.3492.FecalFTA	X11815.PWW.3410.FecalFTA	X11815.PWW.3551.FecalFTA
OTU_4467992	2	0	0	0	0	0	84	15	0	0	0	0	0	0	0	0	0	0	36	0	0	1	0	7	7	0	0	0	0	20	81	9	3	8	9	2	3	4	10	6	15	2	7	20	36	10	4	4	0	0	0	0	0	1	1	0	1	0	14	1	5	1	0	1	2	0	0	3	0	4	0	0	0	0	0	0	0	3	0	1	0	0	1	0	3	1	1	0	0	0	1	1	0	1	0	3	0	0	0	0	1	0	0	8	1	3	24	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	1	0	0	24	8	1	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_133349	0	0	0	0	483	0	0	0	0	6	58	13	0	435	1	0	12	2	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1063	870	884	0	0	0	19	128	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	1	0	0	43	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	589	0	1007	725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1092	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	537	7	867	271	0	3	9	0	10	4	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_1116679	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	10	111	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	6	22	0	0	0	0	57	0	0	1	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	14	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	12	0	3	5	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4479695	0	0	0	0	7	0	69	0	99	0	1	0	0	0	0	1	0	17	0	0	2	0	2	13	1	0	1	0	40	0	104	0	0	4	0	19	0	0	1	3	24	0	175	0	0	14	112	14	0	0	0	0	0	0	0	0	0	0	11	0	14	1	2	2	43	0	1	1	0	1	0	0	0	0	0	1	0	12	0	0	2	15	0	0	6	0	0	0	1	0	3	8	0	2	0	1	5	0	0	0	0	0	0	0	0	0	53	258	0	11	13	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	4	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	15	378	153	59	12	3	11	27	3	5	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0	0	1	1	0	1	0	0	0	1	3	1	0	6	1	9	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2
OTU_541119	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	1	0	1	1	0	2	1	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0	3	5	4	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	1	0	0	4	0	0	3	0	0	0	0	0	1	0	0	7	0	1	0	2	0	1	0	0	0	0	3	3	0	0	1	2	0	0	0	0	1	0	3	11	1	0	0	1	2	24	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	2	0	3	0	1	1	0	0	1	1	4	0	0	0	0	0	0	0	3	3	1	29	80	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	1	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	3	5	0	0	13	1	0	0	0	1	0	0	0	38	1	0	2	0	0	0	1	4	0	0	3	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	3	13	0	1	0	0	0	1	0	0	1	0	0	0	2	0	2	4	1	3	2	1	3	3	2	2	1	0	3	3	2	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
OTU_4453060	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	667	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU_4453535	1	0	0	0	7	31	48	0	72	0	1	0	0	0	1	0	0	22	0	0	1	0	62	13	0	0	2	0	14	0	0	0	0	3	0	19	3	0	0	0	0	2	205	0	0	20	110	16	0	0	0	0	0	0	0	0	0	0	0	0	39	22	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	7	3	0	0	0	0	0	0	11	0	1	0	0	0	2	1	1	0	14	9	34	378	61	2	2	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	14	0	0	1	0	0	0	0	0	3	1	1	0	4	0	0	0	2	0	0	1	0	12	0	23	179	79	3	203	5	4	11	1	1	4	1	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	1	3	0	0	2	1	0	0	0	6	0	0	0	0	13	357	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	55	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
OTU_4433274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	4	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	0	0	1	0	1	0	0	4	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	5	2	0	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
